label,text
1,再过三个月电商双十一购物节又要到了，我们得抓住这个机会冲一下今年的销量。市场组准备一下营销策略，下周一例会的时候拿出来讨论。
1,硬件和品控的问题你这周跟工厂那边再对接一下，看看他们给出什么样的方案，总结一下我们下周例会一起讨论。
1,这个产品上面的二维码根本扫不出来啊，你们是怎么做的这么不小心，快点替换成有效二维码。
1,这周有三件事一定要解决：第一，项目标书要填完，发给张老师；第二，储能组甲方那边要跟进一下进度，可能周三会去那边开会；第三，马上到暑期了，商量一下暑假的安排。
1,马上就要开学了，校方要求入学一周内递交成绩单，所以10月份之前要把成绩单通过学信网进行认证，还有其他学历证书、毕业证书等等材料都要一并带上复印件。
1,下周五是TFBOYS十周年演唱会，这周五开始卖票，姐妹们帮我抢一下！提前谢谢大家！
1,下周杨总要从总部过来视察工作，本周四之前你要出一份我们部门在这边的工作情况报告和ppt，周五在我们组里传阅修改，下周一做汇报。
1,今天晚上我要和我女朋友一起过节吃饭，麻烦你帮我代一下班好不好。就是有一份产品评估方案还剩一些收尾没写完，明天主任要这个文件，麻烦你帮我完成一下嘛，谢谢啦！
1,好了，别着急了，我们今天就来看一下怎么先把项目构思和框架搭建的问题解决。
1,唉？昨天我给你的那个标书你填完了没，我们今天中午十二点之前要交掉的。
1,M公司的这个项目对我们很重要，虽然任务量很大，但是为了公司的正常运作，我们9月30号之前之前必须辛苦一下把它结束掉。
1,张总上次和我们的订单尾款到现在还没有到位，小李，你再打个电话过去问一下，看看这个月能不能把欠款打过来，现在公司资金的空缺很需要这笔钱。
1,张主任，这周我要去工厂那边出个差，我们这边研发团队的工作麻烦你帮忙跟进一下，我下周一就回来。
1,下周一下午13点面试您看可以吗？
1,今天下班前把更新后的版本发到我手机上。
1,现在用户交互界面必须重新优化，周五之前把方案拿出来。
1,你今天下午拿着方案B跟施工团队也对接一下
1,今天，快点打电话给维护团队让他们抓紧时间修复；
1,明天，去查一下到底是谁在攻击；
1,通知让法务明天准备一下，法律途径解决吧。
0,到那时它将在美国关门大吉，但如果微软或者其他大公司买下它，那将是有趣的事
0,我不在乎是微软买或是谁买，只要是一家大公司，一家安全的公司，一家非常美国的公司买下来就行，而且买整件东西可比只买其中 30％ 要容易。
0,至此，TikTok 的命运去向还未有定论，而美国政府又开启了新一轮的限制举措。
0,合晟资产是一家专注于股票、债券等二级市场投资，为合格投资者提供专业资产管理服务的企业。公司业务范围包括资产管理、投资咨询和投资顾问服务。公司管理的私募基金产品主要包括股票型、债券型资产管理计划或证券投资基金，管理总资产规模80亿元左右。根据中国证券投资基金业协会数据，公司管理的私募证券投资基金（顾问管理）类规模较大，公司管理规模处于50亿元以上的第一梯队。
0,公司的主营业务为向中小微企业、个体工商户、农户等客户提供贷款服务，自设立以来主营业务未发生过变化。
0,公司立足于商业地产服务，致力于为商业地产开发、销售、运营全产业链提供一整套增值服务，业务覆盖商业定位及策划、商业设计、销售代理、招商代理电子商务、以及商业地产运管服务；同时开展应用互联网电商模式，采取O2O线上导流线下服务方式进行住宅类业务的创新营销服务。公司的业务板块包括商业地产策划顾问、专业招商及运营管理、代理销售、麦吉铺O2O电子商务。
0,该公司的主营业务为在中国境内(港、澳、台除外)开展保险代理销售，依托于自身的产品研究能力和专业化服务能力，通过为团体或个人保险受众提供投保需求分析、投保方案制定、保险理赔、保单保全等一站式服务，最终为保险公司完成人身保险及财产保险等保险产品的代理销售综合服务。公司自成立以来，已与中国人民人寿保险股份有限公司、中德安联人寿保险有限公司、中英人寿保险有限公司、阳光人寿保险股份有限公司、中意人寿保险有限公司、同方全球人寿保险有限公司、中国泰康人寿保险股份有限公司等数十家保险公司建立了紧密的合作关系，并为其完成千余种保险产品的代理销售
0,经工商登记机关核准，本公司的经营范围包括：面向“三农”发放贷款、提供融资性担保、开展金融机构业务代理以及经过监管部门批准的其他业务。公司自2012年成立以来一直专注于主营业务，业务始终稳定发展，未发生重大变化。
0,公司是一家主要涉及新房代理销售、二手房中介品牌特许加盟及运营管理的综合性O2O房地产服务公司。
0,根据大连市金融发展局批复，经工商登记机关核准，公司的经营范围及主营业务为：办理各项小额贷款和银行资金融入业务，即利用自有资金及银行融入资金等为客户提供小额贷款业务。。
0,浏阳市通源小额贷款有限公司，是经浏阳市政府招标，经湖南省人民政府金融工作办公室批准，在工商部门注册登记的湖南首批小额贷款公司。
0,为弥补区域经济金融不足，以灵活多样的形式和高效快捷的方法，向“三农”及个人、个体商户、微小企业提供贷款服务，
0,中祥和小贷自成立以来，一直专注于小额贷款业务，业务保持持续稳定发展，主营业务未发生重大变化，公司未设立分公司或营业网点。
0,公司目前开展的小额贷款业务区域限定于大连市内，面向的主要客户包括中小微企业、个体工商户、自然人等
0,（依法须经批准的项目，经相关部门批准后方可开展经营活动）公司主要面向“三农”，为农户、农村个体工商户、涉农中小微企业等农村中小微型经济组织提供小额信贷、小微企业私募债券等经监管部门批准的业务。
0,完全不值得信任，出尔反而
0,特别好吃，量特大，而且送餐特别快，特别特别棒
0,口感好的很，速度快！
0,味道好极啦，送餐很快师傅辛苦啦
0,服务很不错，送到的很快，半小时不到就送来了
0,味道正宗，量大内容多
0,帮老公买的，放公司喝！京东送货速度很快！
0,这个茶一直喝，很香，刚打开包装就觉得很香
0,好喝方便，喜欢这个味道。
0,此用户未填写评价内容
0,锅仔酸菜炖腔骨怎么没见酸菜啊？只有青笋和腔骨，青笋也不是酸的。
0,口感好其他的不能比我喜欢
0,哦哦好的，那春季的财产证明有deadline 吗
0,我还想用教育优惠买东西结果现在什么证明通知书都没有
0,他朋友圈里又有我别的地方认识的别的老师
0,只要证明当时（提交日期前6个月内）账户里有这些钱，就ok
0,我感觉他就是听出来我在描述木薯所以才问名字
0,玩琴的朋友参与制作了一首歌，我们公司发行的
0,有人要866管综纸质资料吗 淘宝及时雨买的 20元出
0,我通过了你的朋友验证请求，现在我们可以开始聊天了
0,噢噢噢，抱歉，我在电脑上看的消息，它不支持没显示
0,我们欢迎你一起，共同为上亿的百度用户，提供更好医疗服务&医疗内容。
0,施家2021秋季校园招聘强势启动 二十不惑，Offer在握！ 四大招聘项目，总有一款适合你
0,工作挑战大，专业及思考提升显著，扁平管理，尊重创造力
0,开朗、积极向上，具良好沟通力和自驱力，适应出差
